,Address,Day,Details,Amount,Balance
5614,Olivia Cox (Katalytica Daily Wage),153,Wage,-432.0,244165.7
5615,Maya Turner (Karvin Kueen Daily Wage),153,Wage,-160.0,244005.7
5616,Oscar Evans (Katar Spirits Daily Wage),153,Wage,-46.0,243959.7
5617,Abbie Lopez (Katar Spirits Daily Wage),153,Wage,-224.0,243735.7
5618,1 4th Street Rent,154,Rent,-64.31962,243671.4
5619,Elite Jewels Revenue,153,Revenue,20000.0,263671.4
5620,48 1st Street Rent,154,Rent,-12.32229,263659.1
5621,42 3rd Street Rent,154,Rent,-38.02306,263621.1
5622,30 4th Avenue Rent,154,Rent,-85.7595,263535.3
5623,Katar Spirits Revenue,153,Revenue,6177.0,269712.3
5624,59 3rd Street Rent,154,Rent,-75.99196,269636.3
5625,1 5th Street Rent,154,Rent,-52.13275,269584.2
5626,Katalytica Revenue,153,Revenue,10800.0,280384.2
5627,7 3rd Avenue Rent,154,Rent,-42.2027,280342.0
5628,Karvin Kueen Revenue,153,Revenue,2210.0,282552.0
5629,Marketing campaigns for Elite Jewels,154,Marketing,-500.0,282052.0
5630,Marketing campaigns for Katar Spirits,154,Marketing,-500.0,281552.0
5631,Marketing campaigns for Katalytica,154,Marketing,-500.0,281052.0
5632,Marketing campaigns for Karvin Kueen,154,Marketing,-500.0,280552.0
5633,Lily Barton (Katalytica Daily Wage),154,Wage,-258.0,280294.0
5634,Zoe Gomez (Elite Jewels Daily Wage),154,Wage,-160.0,280134.0
5635,Tommy Brooks (Katalytica Daily Wage),154,Wage,-44.0,280090.0
5636,Katherine Moss (Elite Jewels Daily Wage),154,Wage,-100.0,279990.0
5637,Lara Norris (Warehouse #1 Daily Wage),154,Wage,-153.9,279836.1
5638,Maria Willis (Karvin Kueen Daily Wage),154,Wage,-75.0,279761.1
5639,Lindsey Richardson (Elite Jewels Daily Wage),154,Wage,-100.0,279661.1
5640,Olivia Cox (Katalytica Daily Wage),154,Wage,-432.0,279229.1
5641,Tristan Barker (Katalytica Daily Wage),154,Wage,-536.0,278693.1
5642,Maya Turner (Karvin Kueen Daily Wage),154,Wage,-192.0,278501.1
5643,Oscar Evans (Katar Spirits Daily Wage),154,Wage,-46.0,278455.1
5644,Abbie Lopez (Katar Spirits Daily Wage),154,Wage,-224.0,278231.1
5645,1 4th Street Rent,155,Rent,-64.31962,278166.8
5646,Elite Jewels Revenue,154,Revenue,22500.0,300666.8
5647,48 1st Street Rent,155,Rent,-12.32229,300654.5
5648,42 3rd Street Rent,155,Rent,-38.02306,300616.4
5649,30 4th Avenue Rent,155,Rent,-85.7595,300530.7
5650,Katar Spirits Revenue,154,Revenue,5577.0,306107.7
5651,59 3rd Street Rent,155,Rent,-75.99196,306031.7
5652,1 5th Street Rent,155,Rent,-52.13275,305979.6
5653,Katalytica Revenue,154,Revenue,10800.0,316779.6
5654,7 3rd Avenue Rent,155,Rent,-42.2027,316737.4
5655,Karvin Kueen Revenue,154,Revenue,1870.0,318607.4
5656,Marketing campaigns for Elite Jewels,155,Marketing,-500.0,318107.4
5657,Marketing campaigns for Katar Spirits,155,Marketing,-500.0,317607.4
5658,Marketing campaigns for Katalytica,155,Marketing,-500.0,317107.4
5659,Marketing campaigns for Karvin Kueen,155,Marketing,-500.0,316607.4
5660,Bank negative interest rate,155,BankNegativeInterestRate,-34826.81,281780.6
5661,Freight Truck T1,155,VehicleBought,-98000.0,183780.6
5662,Recruitment Campaign,155,RecruitmentCampaign,-500.0,183280.6
5663,Recruitment Campaign,155,RecruitmentCampaign,-1000.0,182280.6
5664,30 2nd Avenue Deposit,155,Deposit,-35385.17,146895.4
5665,30 2nd Avenue Rent,155,Rent,-1158.506,145736.9
5666,Purchase from IKA BOHAG,155,ItemPurchase,-2080.0,143656.9
5667,Evie Jones (Katalytica Daily Wage),155,Wage,-448.0,143208.9
5668,Lily Barton (Katalytica Daily Wage),155,Wage,-344.0,142864.9
5669,Zoe Gomez (Elite Jewels Daily Wage),155,Wage,-256.0,142608.9
5670,Tommy Brooks (Katalytica Daily Wage),155,Wage,-44.0,142564.9
5671,Christian Hall (KaraKata Holdings Daily Wage),155,Wage,-184.0,142380.9
5672,Merit Johnson (KaraKata Holdings Daily Wage),155,Wage,-224.0,142156.9
5673,Lara Norris (Warehouse #1 Daily Wage),155,Wage,-153.9,142003.0
5674,Grover Brown (KaraKata Holdings Daily Wage),155,Wage,-200.0,141803.0
5675,Maria Willis (Karvin Kueen Daily Wage),155,Wage,-200.0,141603.0
5676,Lindsey Richardson (Elite Jewels Daily Wage),155,Wage,-125.0,141478.0
5677,Olivia Cox (Katalytica Daily Wage),155,Wage,-432.0,141046.0
5678,Maya Turner (Karvin Kueen Daily Wage),155,Wage,-32.0,141014.0
5679,Mollie Jenkins (KaraKata Holdings Daily Wage),155,Wage,-224.0,140790.0
5680,Oscar Evans (Katar Spirits Daily Wage),155,Wage,-46.0,140744.0
5681,Annabelle Stewart (Katar Spirits Daily Wage),155,Wage,-264.0,140480.0
5682,Public parking for UMC Desert,155,PublicParking,-45.0,140435.0
5683,1 4th Street Rent,156,Rent,-64.31962,140370.7
5684,Elite Jewels Revenue,155,Revenue,17500.0,157870.7
5685,48 1st Street Rent,156,Rent,-12.32229,157858.3
5686,42 3rd Street Rent,156,Rent,-38.02306,157820.3
5687,30 4th Avenue Rent,156,Rent,-85.7595,157734.6
5688,Katar Spirits Revenue,155,Revenue,4812.0,162546.6
5689,59 3rd Street Rent,156,Rent,-75.99196,162470.6
5690,1 5th Street Rent,156,Rent,-52.13275,162418.5
5691,Katalytica Revenue,155,Revenue,5400.0,167818.5
5692,7 3rd Avenue Rent,156,Rent,-42.2027,167776.3
5693,Karvin Kueen Revenue,155,Revenue,1870.0,169646.3
5694,30 2nd Avenue Rent,156,Rent,-1158.506,168487.8
5695,Marketing campaigns for Elite Jewels,156,Marketing,-500.0,167987.8
5696,Marketing campaigns for Katar Spirits,156,Marketing,-500.0,167487.8
5697,Marketing campaigns for Katalytica,156,Marketing,-500.0,166987.8
5698,Marketing campaigns for Karvin Kueen,156,Marketing,-500.0,166487.8
5699,Vantander Bank Loan Payout,156,LoanPayout,500000.0,666487.8
5700,30 2nd Avenue delivery from AJ Pederson & Son,156,DeliveryContract,-29990.0,636497.8
5701,Interior Designer,156,InteriorDesigner,-41130.0,595367.8
5702,Evie Jones (Katalytica Daily Wage),156,Wage,-448.0,594919.8
5703,Lily Barton (Katalytica Daily Wage),156,Wage,-344.0,594575.8
5704,Zoe Gomez (Elite Jewels Daily Wage),156,Wage,-32.0,594543.8
5705,Tommy Brooks (Katalytica Daily Wage),156,Wage,-44.0,594499.8
5706,Christian Hall (KaraKata Holdings Daily Wage),156,Wage,-184.0,594315.8
5707,Merit Johnson (KaraKata Holdings Daily Wage),156,Wage,-224.0,594091.8
5708,Lara Norris (Warehouse #1 Daily Wage),156,Wage,-153.9,593937.9
5709,Grover Brown (KaraKata Holdings Daily Wage),156,Wage,-200.0,593737.9
5710,Maria Willis (Karvin Kueen Daily Wage),156,Wage,-200.0,593537.9
5711,Lindsey Richardson (Elite Jewels Daily Wage),156,Wage,-25.0,593512.9
5712,Olivia Cox (Katalytica Daily Wage),156,Wage,-432.0,593080.9
5713,Maya Turner (Karvin Kueen Daily Wage),156,Wage,-32.0,593048.9
5714,Mollie Jenkins (KaraKata Holdings Daily Wage),156,Wage,-224.0,592824.9
5715,Oscar Evans (Katar Spirits Daily Wage),156,Wage,-46.0,592778.9
5716,Annabelle Stewart (Katar Spirits Daily Wage),156,Wage,-264.0,592514.9
5717,Public parking for UMC Desert,156,PublicParking,-165.0,592349.9
5718,1 4th Street Rent,157,Rent,-64.31962,592285.6
5719, Revenue,156,Revenue,2500.0,594785.6
5720,48 1st Street Rent,157,Rent,-12.32229,594773.3
5721,42 3rd Street Rent,157,Rent,-38.02306,594735.3
5722,30 4th Avenue Rent,157,Rent,-85.7595,594649.5
5723,Katar Spirits Revenue,156,Revenue,4491.0,599140.5
5724,59 3rd Street Rent,157,Rent,-75.99196,599064.5
5725,1 5th Street Rent,157,Rent,-52.13275,599012.4
5726,Katalytica Revenue,156,Revenue,5400.0,604412.4
5727,7 3rd Avenue Rent,157,Rent,-42.2027,604370.2
5728,Karvin Kueen Revenue,156,Revenue,1870.0,606240.2
5729,30 2nd Avenue Rent,157,Rent,-1158.506,605081.7
5730,Delivery from United Ocean Import ,157,ImportDelivery,-463719.0,141362.7
5731,Vantander Bank Loan Payment,157,LoanPayment,-418.0,140944.7
5732,Marketing campaigns for Katar Spirits,157,Marketing,-500.0,140444.7
5733,Marketing campaigns for Katalytica,157,Marketing,-500.0,139944.7
5734,Marketing campaigns for Karvin Kueen,157,Marketing,-500.0,139444.7
5735,Subway Ride,157,SubwayRide,-3.0,139441.7
5736,Subway Ride,157,SubwayRide,-3.0,139438.7
5737,Marketing campaigns for Elite Jewels,157,Marketing,-6000.0,133438.7
5738,Furniture+inventory and vehicles from 1 4th Street,157,DepositReturnFurniture,2890.0,136328.7
5739,Returned deposit for 1 4th Street,157,DepositReturn,1929.589,138258.3
5740,Marketing campaigns for Elite Jewels,157,Marketing,-500.0,137758.3
5741,Subway Ride,157,SubwayRide,-3.0,137755.3
5742,Evie Jones (Katalytica Daily Wage),157,Wage,-448.0,137307.3
5743,Tommy Brooks (Katalytica Daily Wage),157,Wage,-44.0,137263.3
5744,Christian Hall (KaraKata Holdings Daily Wage),157,Wage,-184.0,137079.3
5745,Merit Johnson (KaraKata Holdings Daily Wage),157,Wage,-224.0,136855.3
5746,Lara Norris (Warehouse #1 Daily Wage),157,Wage,-153.9,136701.3
5747,Grover Brown (KaraKata Holdings Daily Wage),157,Wage,-200.0,136501.3
5748,Maria Willis (Karvin Kueen Daily Wage),157,Wage,-200.0,136301.3
5749,Lindsey Richardson (Elite Jewels Daily Wage),157,Wage,-50.0,136251.3
5750,Olivia Cox (Katalytica Daily Wage),157,Wage,-432.0,135819.3
5751,Maya Turner (Karvin Kueen Daily Wage),157,Wage,-32.0,135787.3
5752,Mollie Jenkins (KaraKata Holdings Daily Wage),157,Wage,-224.0,135563.3
5753,Oscar Evans (Katar Spirits Daily Wage),157,Wage,-46.0,135517.3
5754,Annabelle Stewart (Katar Spirits Daily Wage),157,Wage,-264.0,135253.3
5755,Curtis Norris (Elite Jewels Daily Wage),157,Wage,-46.0,135207.3
5756,Dominic Fisher (Elite Jewels Daily Wage),157,Wage,-46.0,135161.3
5757,48 1st Street Rent,158,Rent,-12.32229,135149.0
5758,42 3rd Street Rent,158,Rent,-38.02306,135111.0
5759,30 4th Avenue Rent,158,Rent,-85.7595,135025.2
5760,Katar Spirits Revenue,157,Revenue,3843.0,138868.2
5761,59 3rd Street Rent,158,Rent,-75.99196,138792.3
5762,1 5th Street Rent,158,Rent,-52.13275,138740.1
5763,Katalytica Revenue,157,Revenue,5400.0,144140.1
5764,7 3rd Avenue Rent,158,Rent,-42.2027,144097.9
5765,Karvin Kueen Revenue,157,Revenue,1360.0,145457.9
5766,30 2nd Avenue Rent,158,Rent,-1158.506,144299.4
5767,Elite Jewels Revenue,157,Revenue,4000.0,148299.4
5768,Vantander Bank Loan Payment,158,LoanPayment,-418.0,147881.4
5769,Marketing campaigns for Katar Spirits,158,Marketing,-500.0,147381.4
5770,Marketing campaigns for Katalytica,158,Marketing,-500.0,146881.4
5771,Marketing campaigns for Karvin Kueen,158,Marketing,-500.0,146381.4
5772,Marketing campaigns for Elite Jewels,158,Marketing,-6500.0,139881.4
5773,Evie Jones (Katalytica Daily Wage),158,Wage,-448.0,139433.4
5774,Tommy Brooks (Katalytica Daily Wage),158,Wage,-44.0,139389.4
5775,Christian Hall (KaraKata Holdings Daily Wage),158,Wage,-184.0,139205.4
5776,Merit Johnson (KaraKata Holdings Daily Wage),158,Wage,-224.0,138981.4
5777,Lara Norris (Warehouse #1 Daily Wage),158,Wage,-153.9,138827.5
5778,Grover Brown (KaraKata Holdings Daily Wage),158,Wage,-200.0,138627.5
5779,Maria Willis (Karvin Kueen Daily Wage),158,Wage,-200.0,138427.5
5780,Lindsey Richardson (Elite Jewels Daily Wage),158,Wage,-200.0,138227.5
5781,Tristan Barker (Katalytica Daily Wage),158,Wage,-536.0,137691.5
5782,Maya Turner (Karvin Kueen Daily Wage),158,Wage,-32.0,137659.5
5783,Mollie Jenkins (KaraKata Holdings Daily Wage),158,Wage,-224.0,137435.5
5784,Oscar Evans (Katar Spirits Daily Wage),158,Wage,-46.0,137389.5
5785,Annabelle Stewart (Katar Spirits Daily Wage),158,Wage,-198.0,137191.5
5786,Abbie Lopez (Katar Spirits Daily Wage),158,Wage,-56.0,137135.5
5787,Curtis Norris (Elite Jewels Daily Wage),158,Wage,-184.0,136951.5
5788,Douglas Collins (KaraKata Holdings Daily Wage),158,Wage,-44.0,136907.5
5789,Dominic Fisher (Elite Jewels Daily Wage),158,Wage,-184.0,136723.5
5790,48 1st Street Rent,159,Rent,-12.32229,136711.2
5791,42 3rd Street Rent,159,Rent,-38.02306,136673.2
5792,30 4th Avenue Rent,159,Rent,-85.7595,136587.4
5793,Katar Spirits Revenue,158,Revenue,4722.0,141309.4
5794,59 3rd Street Rent,159,Rent,-75.99196,141233.4
5795,1 5th Street Rent,159,Rent,-52.13275,141181.3
5796,Katalytica Revenue,158,Revenue,12600.0,153781.3
5797,7 3rd Avenue Rent,159,Rent,-42.2027,153739.1
5798,Karvin Kueen Revenue,158,Revenue,1870.0,155609.1
5799,30 2nd Avenue Rent,159,Rent,-1158.506,154450.6
5800,Elite Jewels Revenue,158,Revenue,26000.0,180450.6
5801,Vantander Bank Loan Payment,159,LoanPayment,-418.0,180032.6
5802,Marketing campaigns for Katar Spirits,159,Marketing,-500.0,179532.6
5803,Marketing campaigns for Katalytica,159,Marketing,-500.0,179032.6
5804,Marketing campaigns for Karvin Kueen,159,Marketing,-500.0,178532.6
5805,Marketing campaigns for Elite Jewels,159,Marketing,-6500.0,172032.6
5806,Evie Jones (Katalytica Daily Wage),159,Wage,-448.0,171584.6
5807,Lily Barton (Katalytica Daily Wage),159,Wage,-344.0,171240.6
5808,Zoe Gomez (Elite Jewels Daily Wage),159,Wage,-256.0,170984.6
5809,Tommy Brooks (Katalytica Daily Wage),159,Wage,-44.0,170940.6
5810,Christian Hall (KaraKata Holdings Daily Wage),159,Wage,-184.0,170756.6
5811,Merit Johnson (KaraKata Holdings Daily Wage),159,Wage,-224.0,170532.6
5812,Lara Norris (Warehouse #1 Daily Wage),159,Wage,-153.9,170378.7
5813,Grover Brown (KaraKata Holdings Daily Wage),159,Wage,-200.0,170178.7
5814,Maria Willis (Karvin Kueen Daily Wage),159,Wage,-100.0,170078.7
5815,Tristan Barker (Katalytica Daily Wage),159,Wage,-402.0,169676.7
5816,Maya Turner (Karvin Kueen Daily Wage),159,Wage,-160.0,169516.7
5817,Mollie Jenkins (KaraKata Holdings Daily Wage),159,Wage,-224.0,169292.7
5818,Oscar Evans (Katar Spirits Daily Wage),159,Wage,-46.0,169246.7
5819,Abbie Lopez (Katar Spirits Daily Wage),159,Wage,-224.0,169022.7
5820,Traci Parker (Elite Jewels Daily Wage),159,Wage,-286.0,168736.7
5821,Douglas Collins (KaraKata Holdings Daily Wage),159,Wage,-44.0,168692.7
5822,Dominic Fisher (Elite Jewels Daily Wage),159,Wage,-184.0,168508.7
5823,48 1st Street Rent,160,Rent,-12.32229,168496.4
5824,42 3rd Street Rent,160,Rent,-38.02306,168458.3
5825,30 4th Avenue Rent,160,Rent,-85.7595,168372.6
5826,Katar Spirits Revenue,159,Revenue,5136.0,173508.6
5827,59 3rd Street Rent,160,Rent,-75.99196,173432.6
5828,1 5th Street Rent,160,Rent,-52.13275,173380.5
5829,Katalytica Revenue,159,Revenue,5400.0,178780.5
5830,7 3rd Avenue Rent,160,Rent,-42.2027,178738.3
5831,Karvin Kueen Revenue,159,Revenue,1870.0,180608.3
5832,30 2nd Avenue Rent,160,Rent,-1158.506,179449.8
5833,Elite Jewels Revenue,159,Revenue,32000.0,211449.8
5834,Vantander Bank Loan Payment,160,LoanPayment,-418.0,211031.8
5835,Marketing campaigns for Katar Spirits,160,Marketing,-500.0,210531.8
5836,Marketing campaigns for Katalytica,160,Marketing,-500.0,210031.8
5837,Marketing campaigns for Karvin Kueen,160,Marketing,-500.0,209531.8
5838,Marketing campaigns for Elite Jewels,160,Marketing,-6500.0,203031.8
5839,Evie Jones (Katalytica Daily Wage),160,Wage,-448.0,202583.8
5840,Tommy Brooks (Katalytica Daily Wage),160,Wage,-44.0,202539.8
5841,Katherine Moss (Elite Jewels Daily Wage),160,Wage,-200.0,202339.8
5842,Lara Norris (Warehouse #1 Daily Wage),160,Wage,-153.9,202185.9
5843,Maria Willis (Karvin Kueen Daily Wage),160,Wage,-100.0,202085.9
5844,Olivia Cox (Katalytica Daily Wage),160,Wage,-432.0,201653.9
5845,Maya Turner (Karvin Kueen Daily Wage),160,Wage,-160.0,201493.9
5846,Oscar Evans (Katar Spirits Daily Wage),160,Wage,-46.0,201447.9
5847,Abbie Lopez (Katar Spirits Daily Wage),160,Wage,-224.0,201223.9
5848,Traci Parker (Elite Jewels Daily Wage),160,Wage,-208.0,201015.9
5849,Dominic Fisher (Elite Jewels Daily Wage),160,Wage,-184.0,200831.9
5850,48 1st Street Rent,161,Rent,-12.32229,200819.5
5851,42 3rd Street Rent,161,Rent,-38.02306,200781.5
5852,30 4th Avenue Rent,161,Rent,-85.7595,200695.8
5853,Katar Spirits Revenue,160,Revenue,6384.0,207079.8
5854,59 3rd Street Rent,161,Rent,-75.99196,207003.8
5855,1 5th Street Rent,161,Rent,-52.13275,206951.6
5856,Katalytica Revenue,160,Revenue,10800.0,217751.6
5857,7 3rd Avenue Rent,161,Rent,-42.2027,217709.4
5858,Karvin Kueen Revenue,160,Revenue,2210.0,219919.4
5859,30 2nd Avenue Rent,161,Rent,-1158.506,218760.9
5860,Elite Jewels Revenue,160,Revenue,48000.0,266760.9
5861,Delivery from BlueStone Imports,161,ImportDelivery,-6501.285,260259.7
5862,Delivery from United Ocean Import ,161,ImportDelivery,-92041.52,168218.1
5863,Vantander Bank Loan Payment,161,LoanPayment,-418.0,167800.1
5864,Marketing campaigns for Katar Spirits,161,Marketing,-500.0,167300.1
5865,Marketing campaigns for Katalytica,161,Marketing,-500.0,166800.1
5866,Marketing campaigns for Karvin Kueen,161,Marketing,-500.0,166300.1
5867,Marketing campaigns for Elite Jewels,161,Marketing,-6500.0,159800.1
5868,Lily Barton (Katalytica Daily Wage),161,Wage,-258.0,159542.1
5869,Tommy Brooks (Katalytica Daily Wage),161,Wage,-44.0,159498.1
5870,Lara Norris (Warehouse #1 Daily Wage),161,Wage,-153.9,159344.2
5871,Maria Willis (Karvin Kueen Daily Wage),161,Wage,-75.0,159269.2
5872,Olivia Cox (Katalytica Daily Wage),161,Wage,-432.0,158837.2
5873,Tristan Barker (Katalytica Daily Wage),161,Wage,-536.0,158301.2
5874,Maya Turner (Karvin Kueen Daily Wage),161,Wage,-192.0,158109.2
5875,Oscar Evans (Katar Spirits Daily Wage),161,Wage,-46.0,158063.2
5876,Abbie Lopez (Katar Spirits Daily Wage),161,Wage,-224.0,157839.2
5877,Curtis Norris (Elite Jewels Daily Wage),161,Wage,-184.0,157655.2
5878,Traci Parker (Elite Jewels Daily Wage),161,Wage,-208.0,157447.2
5879,Dominic Fisher (Elite Jewels Daily Wage),161,Wage,-184.0,157263.2
5880,48 1st Street Rent,162,Rent,-12.32229,157250.9
5881,42 3rd Street Rent,162,Rent,-38.02306,157212.9
5882,30 4th Avenue Rent,162,Rent,-85.7595,157127.1
5883,Katar Spirits Revenue,161,Revenue,5715.0,162842.1
5884,59 3rd Street Rent,162,Rent,-75.99196,162766.1
5885,1 5th Street Rent,162,Rent,-52.13275,162714.0
5886,Katalytica Revenue,161,Revenue,10800.0,173514.0
5887,7 3rd Avenue Rent,162,Rent,-42.2027,173471.8
5888,Karvin Kueen Revenue,161,Revenue,1870.0,175341.8
5889,30 2nd Avenue Rent,162,Rent,-1158.506,174183.3
5890,Elite Jewels Revenue,161,Revenue,42000.0,216183.3
5891,Vantander Bank Loan Payment,162,LoanPayment,-418.0,215765.3
5892,Marketing campaigns for Katar Spirits,162,Marketing,-500.0,215265.3
5893,Marketing campaigns for Katalytica,162,Marketing,-500.0,214765.3
5894,Marketing campaigns for Karvin Kueen,162,Marketing,-500.0,214265.3
5895,Marketing campaigns for Elite Jewels,162,Marketing,-6500.0,207765.3
5896,Bank negative interest rate,162,BankNegativeInterestRate,-22854.19,184911.1
5897,Evie Jones (Katalytica Daily Wage),162,Wage,-448.0,184463.1
5898,Lily Barton (Katalytica Daily Wage),162,Wage,-344.0,184119.1
5899,Zoe Gomez (Elite Jewels Daily Wage),162,Wage,-256.0,183863.1
5900,Tommy Brooks (Katalytica Daily Wage),162,Wage,-44.0,183819.1
5901,Christian Hall (KaraKata Holdings Daily Wage),162,Wage,-184.0,183635.1
5902,Katherine Moss (Elite Jewels Daily Wage),162,Wage,-200.0,183435.1
5903,Lara Norris (Warehouse #1 Daily Wage),162,Wage,-153.9,183281.2
5904,Grover Brown (KaraKata Holdings Daily Wage),162,Wage,-200.0,183081.2
5905,Maria Willis (Karvin Kueen Daily Wage),162,Wage,-200.0,182881.2
5906,Lindsey Richardson (Elite Jewels Daily Wage),162,Wage,-150.0,182731.2
5907,Olivia Cox (Katalytica Daily Wage),162,Wage,-432.0,182299.2
5908,Maya Turner (Karvin Kueen Daily Wage),162,Wage,-32.0,182267.2
5909,Mollie Jenkins (KaraKata Holdings Daily Wage),162,Wage,-224.0,182043.2
5910,Oscar Evans (Katar Spirits Daily Wage),162,Wage,-46.0,181997.2
5911,Annabelle Stewart (Katar Spirits Daily Wage),162,Wage,-264.0,181733.2
5912,Traci Parker (Elite Jewels Daily Wage),162,Wage,-78.0,181655.2
5913,Douglas Collins (KaraKata Holdings Daily Wage),162,Wage,-44.0,181611.2
5914,48 1st Street Rent,163,Rent,-12.32229,181598.9
5915,42 3rd Street Rent,163,Rent,-38.02306,181560.9
5916,30 4th Avenue Rent,163,Rent,-85.7595,181475.1
5917,Katar Spirits Revenue,162,Revenue,4959.0,186434.1
5918,59 3rd Street Rent,163,Rent,-75.99196,186358.1
5919,1 5th Street Rent,163,Rent,-52.13275,186306.0
5920,Katalytica Revenue,162,Revenue,5400.0,191706.0
5921,7 3rd Avenue Rent,163,Rent,-42.2027,191663.8
5922,Karvin Kueen Revenue,162,Revenue,1870.0,193533.8
5923,30 2nd Avenue Rent,163,Rent,-1158.506,192375.3
5924,Elite Jewels Revenue,162,Revenue,39500.0,231875.3
5925,Vantander Bank Loan Payment,163,LoanPayment,-418.0,231457.3
5926,Marketing campaigns for Katar Spirits,163,Marketing,-500.0,230957.3
5927,Marketing campaigns for Katalytica,163,Marketing,-500.0,230457.3
5928,Marketing campaigns for Karvin Kueen,163,Marketing,-500.0,229957.3
5929,Marketing campaigns for Elite Jewels,163,Marketing,-6500.0,223457.3
5930,Subway Ride,163,SubwayRide,-3.0,223454.3
5931,Purchase from NY Distro Inc,163,ItemPurchase,-576.0,222878.3
5932,Subway Ride,163,SubwayRide,-3.0,222875.3
5933,Subway Ride,163,SubwayRide,-3.0,222872.3
5934,Interior Designer,163,InteriorDesigner,-880.0,221992.3
5935,Subway Ride,163,SubwayRide,-3.0,221989.3
5936,Evie Jones (Katalytica Daily Wage),163,Wage,-448.0,221541.3
5937,Lily Barton (Katalytica Daily Wage),163,Wage,-344.0,221197.3
5938,Zoe Gomez (Elite Jewels Daily Wage),163,Wage,-256.0,220941.3
5939,Tommy Brooks (Katalytica Daily Wage),163,Wage,-44.0,220897.3
5940,Christian Hall (KaraKata Holdings Daily Wage),163,Wage,-184.0,220713.3
5941,Merit Johnson (KaraKata Holdings Daily Wage),163,Wage,-224.0,220489.3
5942,Katherine Moss (Elite Jewels Daily Wage),163,Wage,-200.0,220289.3
